p2p_domain,vid,pid,gid,login_time_year,login_time_month,login_time_day,login_time_hour,login_time_minute,login_time_sec
c1,8729,E000,F234,2020,08,01,11,11,22
c1,8729,E000,F235,2020,08,01,11,11,22
c1,8729,E000,F236,2020,08,01,11,11,22
c1,8729,E000,F237,2020,08,01,11,11,23
c1,8729,E000,F238,2020,08,01,11,11,23
c1,8729,E000,F239,2020,08,01,11,11,23
c1,8729,E000,F240,2020,08,01,11,11,23
c1,8729,E000,FF00,2020,08,01,11,11,23
c1,8729,E001,1001,2020,08,01,11,11,22
c1,8729,E001,1002,2020,08,01,11,11,22
c1,8729,E001,1003,2020,08,01,11,11,22
c1,8729,E001,1004,2020,08,01,11,11,22
c1,8729,E001,1005,2020,08,01,11,11,22
c1,8729,E001,1006,2020,08,01,11,11,22
c1,8729,E001,1007,2020,08,01,11,11,22
c1,8729,E001,1008,2020,08,01,11,11,22
c1,8729,E001,1009,2020,08,01,11,11,22
c1,8729,E001,1010,2020,08,01,11,11,22
c1,8729,E001,1011,2020,08,01,11,11,23
c1,8729,E001,1012,2020,08,01,11,11,23
c1,8729,E001,1013,2020,08,01,11,11,23
c1,8729,E001,1014,2020,08,01,11,11,23
c1,8729,E001,1015,2020,08,01,11,11,23
c1,8729,E001,1016,2020,08,01,11,11,23
c1,8729,E001,1017,2020,08,01,11,11,23
c1,8729,E001,1018,2020,08,01,11,11,23
c1,8729,E001,1019,2020,08,01,11,11,23
c1,8729,E002,F100,2020,08,01,11,11,23
c1,8729,E002,F101,2020,08,01,11,11,23
c1,8729,E002,F102,2020,08,01,11,11,23
c1,8729,E002,F103,2020,08,01,11,11,23
c1,8729,E002,F104,2020,08,01,11,11,23
c1,8729,E002,F105,2020,08,01,11,11,23
c1,8729,E002,F106,2020,08,01,11,11,23
c1,8729,E003,F100,2020,08,01,11,11,23
c1,8729,E003,F101,2020,08,01,11,11,23
c1,8729,E004,F100,2020,08,01,11,11,23
t5,C029,F301,F104,2020,08,01,11,14,06
t5,D004,0016,0016,2020,08,01,11,14,06
t5,D004,0017,0017,2020,08,01,11,14,06
t5,D004,0021,0021,2020,08,01,11,14,06
t5,D004,0025,0025,2020,08,01,11,14,06
t5,D004,0033,0033,2020,08,01,11,14,06
t5,D004,0047,0047,2020,08,01,11,14,06
t5,D004,0048,0048,2020,08,01,11,14,06
t5,D004,0050,0050,2020,08,01,11,14,06
t5,D004,0051,0051,2020,08,01,11,14,06
t5,D004,0063,0063,2020,08,01,11,14,06
31,D004,0099,0099,2020,08,01,11,46,30
31,D004,0100,0100,2020,08,01,11,46,30
31,D004,0101,0101,2020,08,01,11,46,30
31,D004,0102,0102,2020,08,01,11,46,30
31,D004,0103,0103,2020,08,01,11,46,30
31,D004,0104,0104,2020,08,01,11,46,30
i7,0000,0000,0000,2020,08,01,10,25,09
i7,2039,F300,F100,2020,08,01,10,25,09
i7,2039,F300,F200,2020,08,01,10,25,09
i7,2039,F400,F200,2020,08,01,10,25,09
i7,5478,1501,0001,2020,08,01,10,25,09
i7,5478,A001,0001,2020,08,01,10,25,09
i7,5478,A002,0001,2020,08,01,10,25,09
i7,5478,A002,0002,2020,08,01,10,25,09
i7,5478,F001,0001,2020,08,01,10,25,09
i7,5478,F900,F200,2020,08,01,10,25,09
i7,FFFA,0001,0001,2020,08,01,10,25,09
i7,FFFA,0001,00C8,2020,08,01,10,25,09
i7,FFFA,8888,0001,2020,08,01,10,25,09
i7,FFFA,8888,0003,2020,08,01,10,25,09
g6,A154,0001,0002,2020,08,01,11,56,36
g6,A154,0001,0003,2020,08,01,11,56,36
g6,A154,0001,0004,2020,08,01,11,56,36
g6,A154,0001,0005,2020,08,01,11,56,36
g6,A154,0001,0006,2020,08,01,11,56,36
g6,A154,0001,0007,2020,08,01,11,56,36
g6,A154,0001,0008,2020,08,01,11,56,36
g6,A154,0001,0009,2020,08,01,11,56,36
u2,0000,0000,0000,2020,08,01,10,09,39
u2,0002,0111,0006,2020,08,01,10,09,39
u2,0002,0111,0007,2020,08,01,10,09,39
u2,0002,0111,0008,2020,08,01,10,09,39
u2,0017,0002,0002,2020,08,01,10,09,37
u2,0159,0001,0001,2020,08,01,10,09,38
u2,0159,0001,0002,2020,08,01,10,09,38
u2,0165,4000,0001,2020,08,01,10,09,40
u2,0201,F300,F100,2020,08,01,10,09,37
u2,0573,F300,F100,2020,08,01,10,09,38
u2,1112,F300,F100,2020,08,01,10,09,37
u2,1226,F300,F100,2020,08,01,10,09,40
u2,1302,F300,F101,2020,08,01,10,09,37
u2,1302,F300,F102,2020,08,01,10,09,37
u2,1576,F300,F100,2020,08,01,10,09,37
u2,1576,F300,F101,2020,08,01,10,09,40
u2,1608,F300,F100,2020,08,01,10,09,37
u2,1608,F300,F102,2020,08,01,10,09,37
u2,1616,F300,F100,2020,08,01,10,09,38
u2,1654,F100,F100,2020,08,01,10,09,40
u2,16C9,0001,0000,2020,08,01,10,09,40
u2,1718,F100,F100,2020,08,01,10,09,37
u2,1894,F300,F100,2020,08,01,10,09,37
u2,18D9,0001,0001,2020,08,01,10,09,38
u2,1903,F300,F100,2020,08,01,10,09,38
u2,2039,F300,F100,2020,08,01,10,09,39
u2,2039,F300,F200,2020,08,01,10,09,39
u2,2039,F400,F200,2020,08,01,10,09,39
u2,2106,A001,A003,2020,08,01,10,09,39
u2,2106,A001,A004,2020,08,01,10,09,39
u2,2242,F100,F100,2020,08,01,10,09,37
u2,2297,F300,F100,2020,08,01,10,09,38
u2,2297,F300,F101,2020,08,01,10,09,38
u2,2521,A100,F100,2020,08,01,10,09,37
u2,2547,F300,F101,2020,08,01,10,09,38
u2,2725,F100,F100,2020,08,01,10,09,40
u2,2890,F300,0000,2020,08,01,10,09,37
u2,2890,F300,0001,2020,08,01,10,09,39
u2,3081,F300,F100,2020,08,01,10,09,37
u2,3187,F300,F100,2020,08,01,10,09,37
u2,3690,F300,F100,2020,08,01,10,09,40
u2,3897,F100,F100,2020,08,01,10,09,40
u2,3897,F100,F103,2020,08,01,10,09,40
u2,4123,F300,F100,2020,08,01,10,09,38
u2,4643,F300,F100,2020,08,01,10,09,37
u2,4857,F300,F100,2020,08,01,10,09,37
u2,4884,F300,F100,2020,08,01,10,09,39
u2,5478,0001,0001,2020,08,01,10,09,39
u2,5478,0002,0001,2020,08,01,10,09,39
u2,5478,1500,0001,2020,08,01,10,09,39
u2,5478,1501,0001,2020,08,01,10,09,39
u2,5478,A001,0001,2020,08,01,10,09,39
u2,5478,A002,0001,2020,08,01,10,09,39
u2,5478,A002,0002,2020,08,01,10,09,39
u2,5478,F001,0001,2020,08,01,10,09,39
u2,5478,F100,F500,2020,08,01,10,09,39
u2,5478,F300,F005,2020,08,01,10,09,39
u2,5536,F300,F300,2020,08,01,10,09,37
u2,5561,F300,F100,2020,08,01,10,09,37
u2,5561,F300,F103,2020,08,01,10,09,37
u2,5761,0001,0001,2020,08,01,10,09,38
u2,6035,F300,F100,2020,08,01,10,09,37
u2,6035,F300,F102,2020,08,01,10,09,37
u2,6035,F300,F103,2020,08,01,10,09,37
u2,6035,F300,F104,2020,08,01,10,09,37
u2,6035,F300,F105,2020,08,01,10,09,39
u2,6035,F300,F106,2020,08,01,10,09,39
u2,6035,F300,F107,2020,08,01,10,09,40
u2,6103,0001,0001,2020,08,01,10,09,39
u2,6485,F300,F202,2020,08,01,10,09,38
u2,6614,F100,F300,2020,08,01,10,09,37
u2,6614,F300,0000,2020,08,01,10,09,37
u2,6614,F300,F100,2020,08,01,10,09,37
u2,6614,F300,F300,2020,08,01,10,09,37
u2,6720,F301,F118,2020,08,01,10,09,39
u2,6720,F301,F119,2020,08,01,10,09,39
u2,6992,F300,F100,2020,08,01,10,09,38
u2,6992,F300,F101,2020,08,01,10,09,38
u2,7203,F300,F100,2020,08,01,10,09,38
u2,7349,F300,F300,2020,08,01,10,09,37
u2,7494,0001,0001,2020,08,01,10,09,37
u2,7494,F300,F101,2020,08,01,10,09,40
u2,7500,F100,F300,2020,08,01,10,09,38
u2,7723,F300,F100,2020,08,01,10,09,38
u2,7723,F300,F101,2020,08,01,10,09,38
u2,7723,F300,F102,2020,08,01,10,09,38
u2,7723,F300,F103,2020,08,01,10,09,38
u2,7723,F301,F101,2020,08,01,10,09,38
u2,8349,0000,0000,2020,08,01,10,09,38
u2,8777,F200,F300,2020,08,01,10,09,40
u2,8801,F100,F300,2020,08,01,10,09,37
u2,8888,1000,0000,2020,08,01,10,09,37
u2,9287,F300,F100,2020,08,01,10,09,40
u2,9340,F300,F100,2020,08,01,10,09,37
u2,9505,F300,F101,2020,08,01,10,09,40
u2,9505,F300,F102,2020,08,01,10,09,40
u2,9505,F300,F104,2020,08,01,10,09,40
u2,9543,F300,F100,2020,08,01,10,09,37
u2,9615,A100,F100,2020,08,01,10,09,37
u2,9955,F300,F101,2020,08,01,10,09,38
u2,9955,F300,F602,2020,08,01,10,09,40
u2,A101,0002,0002,2020,08,01,10,09,37
u2,A108,0001,0001,2020,08,01,10,09,38
u2,A109,0001,0001,2020,08,01,10,09,37
u2,A109,0001,0002,2020,08,01,10,09,40
u2,A116,0001,0001,2020,08,01,10,09,39
u2,A118,0001,0001,2020,08,01,10,09,39
u2,A118,0001,0004,2020,08,01,10,09,39
u2,A118,0001,0005,2020,08,01,10,09,39
u2,A119,0001,0001,2020,08,01,10,09,37
u2,A125,0001,0004,2020,08,01,10,09,38
u2,A125,0001,0005,2020,08,01,10,09,38
u2,A128,0001,0002,2020,08,01,10,09,39
u2,A128,0001,0003,2020,08,01,10,09,40
u2,A130,0001,0002,2020,08,01,10,09,38
u2,A130,0001,0003,2020,08,01,10,09,38
u2,A130,0001,0004,2020,08,01,10,09,38
u2,A136,0001,0001,2020,08,01,10,09,37
u2,A136,0002,0002,2020,08,01,10,09,37
u2,A136,0003,0003,2020,08,01,10,09,37
u2,A138,0001,0001,2020,08,01,10,09,38
u2,A138,0001,0002,2020,08,01,10,09,38
u2,A139,0001,0002,2020,08,01,10,09,40
u2,A140,0001,0003,2020,08,01,10,09,37
u2,A141,0001,0001,2020,08,01,10,09,37
u2,A144,0001,0001,2020,08,01,10,09,37
u2,A150,0001,0001,2020,08,01,10,09,38
u2,A152,0001,0001,2020,08,01,10,09,38
u2,A153,0001,0001,2020,08,01,10,09,38
u2,A153,0001,0002,2020,08,01,10,09,38
u2,A153,0001,0003,2020,08,01,10,09,38
u2,A157,0001,0001,2020,08,01,10,09,37
u2,A157,0001,0002,2020,08,01,10,09,37
u2,A159,0001,0001,2020,08,01,10,09,39
u2,A160,0001,0001,2020,08,01,10,09,37
u2,A166,0001,0001,2020,08,01,10,09,39
u2,A170,0001,0001,2020,08,01,10,09,38
u2,A174,0001,0001,2020,08,01,10,09,39
u2,A175,0001,0001,2020,08,01,10,09,38
u2,A177,0001,0001,2020,08,01,10,09,37
u2,A177,0001,0002,2020,08,01,10,09,37
u2,A178,0001,0001,2020,08,01,10,09,37
u2,A180,0001,0001,2020,08,01,10,09,40
u2,A187,0001,0001,2020,08,01,10,09,39
u2,A187,0001,0002,2020,08,01,10,09,39
u2,A188,0001,0001,2020,08,01,10,09,37
u2,A190,0001,0001,2020,08,01,10,09,38
u2,A191,0001,0001,2020,08,01,10,09,38
u2,A194,0001,0001,2020,08,01,10,09,39
u2,A195,0001,0001,2020,08,01,10,09,39
u2,A197,0001,0002,2020,08,01,10,09,39
u2,A197,0001,0003,2020,08,01,10,09,39
u2,A197,0001,0004,2020,08,01,10,09,39
u2,A198,0001,0001,2020,08,01,10,09,37
u2,A200,0001,0001,2020,08,01,10,09,37
u2,A202,0001,0001,2020,08,01,10,09,39
u2,A202,0001,0002,2020,08,01,10,09,40
u2,A202,0001,0003,2020,08,01,10,09,40
u2,A202,0001,0004,2020,08,01,10,09,40
u2,A202,0001,0005,2020,08,01,10,09,40
u2,A202,0001,0006,2020,08,01,10,09,40
u2,A208,0001,0001,2020,08,01,10,09,37
u2,A212,0001,0001,2020,08,01,10,09,39
u2,A213,0001,0001,2020,08,01,10,09,38
u2,A213,0001,0002,2020,08,01,10,09,39
u2,A216,0001,0001,2020,08,01,10,09,39
u2,A217,0001,0001,2020,08,01,10,09,39
u2,A217,0001,0002,2020,08,01,10,09,39
u2,A218,0001,0004,2020,08,01,10,09,40
u2,A219,0001,0001,2020,08,01,10,09,39
u2,A219,0001,0002,2020,08,01,10,09,39
u2,A224,0001,0001,2020,08,01,10,09,40
u2,A225,0001,0001,2020,08,01,10,09,40
u2,A225,0002,0002,2020,08,01,10,09,40
u2,A226,0001,0001,2020,08,01,10,09,40
u2,A226,0001,0002,2020,08,01,10,09,40
u2,A233,0001,0002,2020,08,01,10,09,40
u2,A233,0001,0003,2020,08,01,10,09,40
u2,A241,0001,0001,2020,08,01,10,09,40
u2,A241,0001,0002,2020,08,01,10,09,40
u2,AA13,0001,0001,2020,08,01,10,09,38
u2,AA29,A001,A001,2020,08,01,10,09,37
u2,AA29,A001,A002,2020,08,01,10,09,40
u2,AA29,AA29,AA29,2020,08,01,10,09,37
u2,AA35,1001,1001,2020,08,01,10,09,39
u2,AA35,1001,1002,2020,08,01,10,09,40
u2,AA36,0006,0007,2020,08,01,10,09,39
u2,AA36,0012,0012,2020,08,01,10,09,40
u2,AA36,0016,0016,2020,08,01,10,09,38
u2,AA36,0018,0018,2020,08,01,10,09,40
u2,AA36,0019,0019,2020,08,01,10,09,40
u2,AA36,0020,0020,2020,08,01,10,09,40
u2,AA36,A001,A001,2020,08,01,10,09,38
u2,AA39,AA39,AA39,2020,08,01,10,09,38
u2,AA65,0000,0000,2020,08,01,10,09,38
u2,AA69,0001,0001,2020,08,01,10,09,38
u2,AA69,0001,0003,2020,08,01,10,09,38
u2,AA69,0001,0004,2020,08,01,10,09,38
u2,AA69,0001,0005,2020,08,01,10,09,38
u2,AA69,0001,0006,2020,08,01,10,09,38
u2,AA69,0001,0007,2020,08,01,10,09,38
u2,AA69,0001,0008,2020,08,01,10,09,38
u2,AA69,0001,0009,2020,08,01,10,09,38
u2,AA69,0001,0010,2020,08,01,10,09,39
u2,AA69,0001,0011,2020,08,01,10,09,39
u2,AA69,0001,0012,2020,08,01,10,09,39
u2,AA88,0001,0001,2020,08,01,10,09,38
u2,AA89,0002,0002,2020,08,01,10,09,39
u2,AA93,0001,0002,2020,08,01,10,09,39
u2,AA93,0001,0003,2020,08,01,10,09,40
u2,AA93,0001,0004,2020,08,01,10,09,40
u2,AA93,0001,0005,2020,08,01,10,09,40
u2,AAA0,B812,0002,2020,08,01,10,09,37
u2,B008,0001,0001,2020,08,01,10,09,37
u2,B012,0001,0001,2020,08,01,10,09,38
u2,B013,1111,1111,2020,08,01,10,09,37
u2,B017,0001,0001,2020,08,01,10,09,38
u2,B020,0001,0001,2020,08,01,10,09,38
u2,B021,0001,0001,2020,08,01,10,09,39
u2,B021,0003,003B,2020,08,01,10,09,38
u2,B021,1001,1001,2020,08,01,10,09,38
u2,B021,1001,1002,2020,08,01,10,09,39
u2,B022,0003,0003,2020,08,01,10,09,39
u2,B024,2222,2222,2020,08,01,10,09,37
u2,BA05,F300,F200,2020,08,01,10,09,38
u2,C005,F300,F300,2020,08,01,10,09,39
u2,C005,F300,F303,2020,08,01,10,09,39
u2,C008,F300,F100,2020,08,01,10,09,37
u2,C008,F300,F101,2020,08,01,10,09,37
u2,C008,F300,F102,2020,08,01,10,09,37
u2,C008,F300,F103,2020,08,01,10,09,37
u2,C010,F300,F100,2020,08,01,10,09,38
u2,C010,F300,F101,2020,08,01,10,09,38
u2,C010,F300,F102,2020,08,01,10,09,38
u2,C010,F300,F107,2020,08,01,10,09,39
u2,C011,F300,F100,2020,08,01,10,09,37
u2,C011,F300,F101,2020,08,01,10,09,37
u2,C011,F300,F103,2020,08,01,10,09,39
u2,C013,0001,0001,2020,08,01,10,09,39
u2,C014,F300,F100,2020,08,01,10,09,38
u2,C014,F300,F101,2020,08,01,10,09,39
u2,C014,F300,F102,2020,08,01,10,09,38
u2,C019,A100,0001,2020,08,01,10,09,37
u2,C021,A100,F100,2020,08,01,10,09,39
u2,C022,A100,F100,2020,08,01,10,09,38
u2,C025,F300,F100,2020,08,01,10,09,39
u2,C025,F300,F101,2020,08,01,10,09,39
u2,C026,F100,F100,2020,08,01,10,09,40
u2,C028,0001,0001,2020,08,01,10,09,39
u2,C028,0001,0002,2020,08,01,10,09,40
u2,C030,F300,F100,2020,08,01,10,09,40
u2,C035,F100,F100,2020,08,01,10,09,40
u2,C08A,F300,F100,2020,08,01,10,09,37
u2,C08A,F300,F101,2020,08,01,10,09,37
u2,CA02,F300,F200,2020,08,01,10,09,39
u2,E002,0001,0001,2020,08,01,10,09,37
u2,FFFA,0001,00C8,2020,08,01,10,09,38
u2,FFFA,8888,0002,2020,08,01,10,09,38
u2,FFFA,8888,0003,2020,08,01,10,09,38
j1,0009,0001,0001,2020,08,01,09,54,08
j1,0009,0002,0002,2020,08,01,09,54,08
j1,0009,0004,0004,2020,08,01,09,54,08
j1,0009,0005,0005,2020,08,01,09,54,08
j1,0009,0006,0006,2020,08,01,09,54,08
j1,0009,0008,0008,2020,08,01,09,54,08
j1,0009,0013,0013,2020,08,01,09,54,08
b1,0000,0000,0000,2020,08,01,08,23,05
b1,0017,0002,0002,2020,08,01,10,22,55
b1,0159,0001,0003,2020,08,01,08,23,04
b1,0165,4000,0001,2020,08,01,08,23,04
b1,0201,F300,F100,2020,08,01,10,22,55
b1,0573,F300,F100,2020,08,01,08,23,04
b1,1112,F300,F100,2020,08,01,10,22,55
b1,1226,F300,F100,2020,08,01,08,23,04
b1,1302,F300,F101,2020,08,01,10,22,55
b1,1302,F300,F102,2020,08,01,10,22,55
b1,1576,F300,F100,2020,08,01,10,22,55
b1,1576,F300,F101,2020,08,01,08,23,05
b1,1608,F300,F100,2020,08,01,10,22,55
b1,1608,F300,F102,2020,08,01,10,22,55
b1,1616,F300,F100,2020,08,01,10,22,55
b1,1894,F300,F100,2020,08,01,10,22,55
b1,18D9,0001,0001,2020,08,01,08,23,04
b1,1956,F300,F100,2020,08,01,08,23,04
b1,2297,F300,F100,2020,08,01,10,22,55
b1,2297,F300,F101,2020,08,01,10,22,55
b1,2439,F603,F101,2020,08,01,08,23,04
b1,2439,F603,F102,2020,08,01,08,23,04
b1,2439,F603,F103,2020,08,01,08,23,04
b1,2439,F603,F104,2020,08,01,08,23,04
b1,2439,F603,F105,2020,08,01,08,23,04
b1,2439,F603,F106,2020,08,01,08,23,04
b1,2439,F603,F107,2020,08,01,08,23,04
b1,2439,F603,F108,2020,08,01,08,23,04
b1,2439,F603,F109,2020,08,01,08,23,04
b1,2439,F603,F110,2020,08,01,08,23,04
b1,2439,F603,F111,2020,08,01,08,23,04
b1,2439,F603,F112,2020,08,01,08,23,04
b1,2439,F603,F113,2020,08,01,08,23,04
b1,2439,F603,F114,2020,08,01,08,23,04
b1,2439,F603,F115,2020,08,01,08,23,04
b1,2439,F603,F116,2020,08,01,08,23,04
b1,3081,F300,F100,2020,08,01,10,22,55
b1,3187,F300,F100,2020,08,01,10,22,55
b1,3257,F100,F100,2020,08,01,08,23,04
b1,3690,F300,F101,2020,08,01,10,22,55
b1,3690,F300,F102,2020,08,01,10,22,55
b1,3690,F300,F103,2020,08,01,08,23,04
b1,3690,F300,F104,2020,08,01,08,23,04
b1,4123,F300,F100,2020,08,01,08,23,04
b1,4643,F300,F100,2020,08,01,10,22,55
b1,4884,F300,F100,2020,08,01,08,23,04
b1,5029,F300,F101,2020,08,01,08,23,05
b1,5478,A003,0001,2020,08,01,08,23,04
b1,5478,A003,0002,2020,08,01,08,23,05
b1,5536,F300,F300,2020,08,01,10,22,55
b1,5561,F300,F100,2020,08,01,10,22,55
b1,5561,F300,F101,2020,08,01,10,22,55
b1,5561,F300,F102,2020,08,01,10,22,55
b1,5708,F300,F300,2020,08,01,10,22,55
b1,5708,F300,F301,2020,08,01,10,22,55
b1,5708,F300,F302,2020,08,01,08,23,04
b1,5708,F300,F303,2020,08,01,10,22,55
b1,5708,F300,F304,2020,08,01,10,22,55
b1,5708,F300,F305,2020,08,01,10,22,55
b1,5708,F300,F306,2020,08,01,10,22,55
b1,5708,F300,F307,2020,08,01,10,22,55
b1,5708,F300,F308,2020,08,01,10,22,55
b1,5708,F300,F309,2020,08,01,10,22,55
b1,5761,0001,0001,2020,08,01,08,23,04
b1,6103,0001,0001,2020,08,01,08,23,04
b1,6485,F300,F202,2020,08,01,08,23,04
b1,6614,F100,F300,2020,08,01,10,22,55
b1,6614,F300,0000,2020,08,01,10,22,55
b1,6614,F300,F100,2020,08,01,10,22,55
b1,6614,F300,F300,2020,08,01,10,22,55
b1,6618,0100,0101,2020,08,01,08,23,05
b1,6992,F300,F100,2020,08,01,08,23,04
b1,6992,F300,F101,2020,08,01,08,23,04
b1,7203,F300,F100,2020,08,01,10,22,55
b1,7349,F300,F300,2020,08,01,10,22,55
b1,7494,0001,0001,2020,08,01,10,22,55
b1,7494,F300,F101,2020,08,01,08,23,05
b1,7500,F100,F300,2020,08,01,08,23,04
b1,7500,F300,F300,2020,08,01,08,23,04
b1,7723,F300,F100,2020,08,01,10,22,55
b1,7723,F300,F101,2020,08,01,10,22,55
b1,7723,F300,F102,2020,08,01,10,22,55
b1,7723,F300,F103,2020,08,01,08,23,04
b1,7723,F301,F101,2020,08,01,08,23,04
b1,8349,0000,0000,2020,08,01,10,22,55
b1,8361,F300,F100,2020,08,01,10,22,55
b1,8777,F200,F300,2020,08,01,08,23,04
b1,8801,F100,F300,2020,08,01,10,22,55
b1,9287,F300,F100,2020,08,01,08,23,04
b1,9340,F300,F100,2020,08,01,10,22,55
b1,9543,F300,F100,2020,08,01,10,22,55
b1,A101,0002,0002,2020,08,01,10,22,55
b1,A108,0001,0001,2020,08,01,10,22,55
b1,A116,0001,0001,2020,08,01,08,23,04
b1,A118,0001,0001,2020,08,01,08,23,04
b1,A119,0001,0001,2020,08,01,10,22,55
b1,A125,0001,0003,2020,08,01,10,22,55
b1,A125,0001,0004,2020,08,01,10,22,55
b1,A125,0001,0005,2020,08,01,10,22,55
b1,A139,0001,0002,2020,08,01,08,23,05
b1,A141,0001,0001,2020,08,01,10,22,55
b1,A144,0001,0001,2020,08,01,10,22,55
b1,A152,0001,0001,2020,08,01,08,23,04
b1,A180,0001,0001,2020,08,01,08,23,05
b1,A202,0001,0001,2020,08,01,08,23,04
b1,A202,0001,0002,2020,08,01,08,23,05
b1,A202,0001,0003,2020,08,01,08,23,04
b1,A202,0001,0004,2020,08,01,08,23,04
b1,A202,0001,0005,2020,08,01,08,23,04
b1,A202,0001,0006,2020,08,01,08,23,05
b1,A208,0001,0001,2020,08,01,10,22,55
b1,A218,0001,0003,2020,08,01,08,23,05
b1,A223,0001,0001,2020,08,01,08,23,04
b1,A224,0001,0003,2020,08,01,08,23,05
b1,A224,0001,0005,2020,08,01,08,23,05
b1,A226,0001,0001,2020,08,01,08,23,04
b1,A226,0001,0002,2020,08,01,08,23,04
b1,A239,0001,0001,2020,08,01,08,23,05
b1,AA13,0001,0001,2020,08,01,10,22,55
b1,AA29,A001,A001,2020,08,01,10,22,55
b1,AA29,A001,A002,2020,08,01,08,23,05
b1,AA29,AA29,AA29,2020,08,01,10,22,55
b1,AA35,1001,1001,2020,08,01,08,23,04
b1,AA35,1001,1002,2020,08,01,08,23,04
b1,AA36,0006,0007,2020,08,01,08,23,04
b1,AA36,0015,0015,2020,08,01,08,23,04
b1,AA36,0016,0016,2020,08,01,10,22,55
b1,AA36,0019,0019,2020,08,01,08,23,05
b1,AA36,0020,0020,2020,08,01,08,23,05
b1,AA36,0022,0022,2020,08,01,08,23,05
b1,AA36,0024,0024,2020,08,01,08,23,05
b1,AA36,A001,A001,2020,08,01,10,22,55
b1,AA65,0000,0000,2020,08,01,08,23,04
b1,AA77,F300,F101,2020,08,01,10,22,55
b1,AA88,0001,0001,2020,08,01,08,23,04
b1,AA89,0002,0002,2020,08,01,08,23,04
b1,AA93,0001,0002,2020,08,01,08,23,04
b1,AA93,0001,0003,2020,08,01,08,23,04
b1,AA93,0001,0004,2020,08,01,08,23,04
b1,AA93,0001,0005,2020,08,01,08,23,05
b1,B008,0001,0001,2020,08,01,10,22,55
b1,B013,1111,1111,2020,08,01,10,22,55
b1,B017,0001,0001,2020,08,01,08,23,04
b1,B020,0001,0001,2020,08,01,10,22,55
b1,B023,0001,0001,2020,08,01,08,23,04
b1,BA02,B100,B100,2020,08,01,10,22,55
b1,BA02,B100,B101,2020,08,01,10,22,55
b1,BA05,F300,F200,2020,08,01,10,22,55
b1,C010,F300,F103,2020,08,01,08,23,04
b1,C010,F300,F104,2020,08,01,08,23,04
b1,C010,F300,F108,2020,08,01,08,23,04
b1,C010,F300,F109,2020,08,01,08,23,04
b1,C010,F300,F110,2020,08,01,08,23,04
b1,C010,F300,F111,2020,08,01,08,23,05
b1,C013,0001,0001,2020,08,01,08,23,04
b1,C016,F300,F301,2020,08,01,10,22,55
b1,C016,F300,F302,2020,08,01,08,23,04
b1,C035,F100,F100,2020,08,01,08,23,05
b1,C08A,F300,F100,2020,08,01,10,22,55
b1,C08A,F300,F101,2020,08,01,10,22,55
b1,CA02,F300,F200,2020,08,01,08,23,04
b1,E002,0001,0001,2020,08,01,10,22,55
g4,0009,0001,0001,2020,08,01,11,14,58
g4,0009,0002,0002,2020,08,01,11,14,58
g4,0009,0004,0004,2020,08,01,11,14,58
g4,0009,0005,0005,2020,08,01,11,14,58
g4,0009,0006,0006,2020,08,01,11,14,58
g4,0009,0008,0008,2020,08,01,11,14,58
g4,0009,0013,0013,2020,08,01,11,14,58
20,C029,F301,F103,2020,08,01,10,59,49
20,C029,F301,F112,2020,08,01,10,59,49
20,D004,0011,0011,2020,08,01,10,59,49
20,D004,0015,0015,2020,08,01,10,59,49
20,D004,0040,0040,2020,08,01,10,59,49
20,D004,0041,0041,2020,08,01,10,59,49
20,D004,0042,0042,2020,08,01,10,59,49
20,D004,0043,0043,2020,08,01,10,59,49
20,D004,0044,0044,2020,08,01,10,59,49
20,D004,0045,0045,2020,08,01,10,59,49
20,D004,0046,0046,2020,08,01,10,59,49
t1,C029,F301,F100,2020,08,01,11,29,05
t1,C029,F301,F109,2020,08,01,11,29,05
t1,D004,0004,0004,2020,08,01,11,29,05
t1,D004,0005,0005,2020,08,01,11,29,05
t1,D004,0014,0014,2020,08,01,11,29,05
t1,D004,0020,0020,2020,08,01,11,29,05
t1,D004,0023,0023,2020,08,01,11,29,05
t1,D004,0024,0024,2020,08,01,11,29,05
t1,D004,0028,0028,2020,08,01,11,29,05
t1,D004,0031,0031,2020,08,01,11,29,05
j7,AA46,0001,0001,2020,08,01,11,28,50
j7,AA46,0002,0002,2020,08,01,11,28,50
j7,AA46,0003,0003,2020,08,01,11,28,50
j7,AA46,1010,1010,2020,08,01,11,28,50
j7,AA46,1011,1011,2020,08,01,11,28,50
j7,AA46,1012,1012,2020,08,01,11,28,50
j7,AA46,1013,1013,2020,08,01,11,28,50
j7,AA46,1014,1014,2020,08,01,11,28,50
j7,AA46,1015,1015,2020,08,01,11,28,50
j7,AA46,1016,1016,2020,08,01,11,28,50
j7,AA46,1017,1017,2020,08,01,11,28,50
u9,C029,F301,F107,2020,08,01,11,01,46
u9,D004,0068,0068,2020,08,01,11,01,46
u9,D004,0069,0069,2020,08,01,11,01,46
u9,D004,0070,0070,2020,08,01,11,01,46
u9,D004,0071,0071,2020,08,01,11,01,46
u9,D004,0072,0072,2020,08,01,11,01,46
u9,D004,0073,0073,2020,08,01,11,01,46
t4,C029,F301,F106,2020,08,01,08,05,48
t4,D004,0054,0054,2020,08,01,08,05,48
t4,D004,0055,0055,2020,08,01,08,05,48
t4,D004,0058,0058,2020,08,01,08,05,48
